date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:51:12	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/favicon.69.delayed	(from http://csabaibio.elte.hu/tools/veo/covid19.html)
11:51:12	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.6a.delayed	(from http://csabaibio.elte.hu/tools/veo/covid19.html)
11:51:14	22141/22141	---M--	200	added ('OK')	image/png	etag:%22567d-567c09c95d480%22	http://csabaibio.elte.hu/tools/kooplex/kooplex.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/kooplex/kooplex.png	(from http://csabaibio.elte.hu/tools/kooplex/kooplex.html)
11:51:14	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:51:12%20GMT	http://csabaibio.elte.hu/tools/veo/team.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/veo/team.6b.delayed	(from http://csabaibio.elte.hu/tools/veo/covid19.html)
11:51:25	156764/156764	---M--	200	added ('OK')	image/png	etag:%222645c-52ab59f714100%22	http://csabaibio.elte.hu/assets/img/tools_isomut/overview.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/tools_isomut/overview.png	(from http://csabaibio.elte.hu/tools/isomut/isomut.html)
11:51:25	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.6e.delayed	(from http://csabaibio.elte.hu/teaching.html)
11:51:25	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/favicon.6f.delayed	(from http://csabaibio.elte.hu/teaching.html)
11:51:25	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.70.delayed	(from http://csabaibio.elte.hu/teaching.html)
11:51:25	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.71.delayed	(from http://csabaibio.elte.hu/internal.html)
11:51:25	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/favicon.72.delayed	(from http://csabaibio.elte.hu/internal.html)
11:51:25	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.73.delayed	(from http://csabaibio.elte.hu/internal.html)
11:51:25	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.74.delayed	(from http://csabaibio.elte.hu/news.html)
11:51:25	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/favicon.75.delayed	(from http://csabaibio.elte.hu/news.html)
11:51:25	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.76.delayed	(from http://csabaibio.elte.hu/news.html)
11:51:32	30817/30817	---M--	200	added ('OK')	image/png	etag:%227861-5b1b0c4a40fc0%22	http://csabaibio.elte.hu/assets/img/mosq_24.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/mosq_24.png	(from http://csabaibio.elte.hu/news.html)
11:51:36	102216/102216	---M--	200	added ('OK')	image/png	etag:%2218f48-5d66947332e80%22	http://csabaibio.elte.hu/tools/veo/veodatabrowser.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/veo/veodatabrowser.png	(from http://csabaibio.elte.hu/tools/veo/covid19.html)
11:51:40	127334/127334	---M--	200	added ('OK')	image/png	etag:%221f166-5d6694760f540%22	http://csabaibio.elte.hu/tools/veo/coveo.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/veo/coveo.png	(from http://csabaibio.elte.hu/tools/veo/covid19.html)
11:51:44	168282/168282	---M--	200	added ('OK')	image/png	etag:%222915a-567c0a61f3c80%22	http://csabaibio.elte.hu/tools/kooplex/kooplex_ful.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/kooplex/kooplex_ful.png	(from http://csabaibio.elte.hu/tools/kooplex/kooplex.html)
11:51:46	62775/62775	---M--	200	added ('OK')	image/png	etag:%22f537-5b1b0c4a40fc0%22	http://csabaibio.elte.hu/assets/img/mosq_masfel.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/mosq_masfel.png	(from http://csabaibio.elte.hu/news.html)
11:52:02	125079/125079	---M--	200	added ('OK')	image/png	etag:%221e897-5b00ac58bfa80%22	http://csabaibio.elte.hu/assets/img/elte_veo1.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/elte_veo1.png	(from http://csabaibio.elte.hu/news.html)
11:52:06	113862/113862	---M--	200	added ('OK')	image/png	etag:%221bcc6-5b00ac6060c80%22	http://csabaibio.elte.hu/assets/img/elte_tej.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/elte_tej.png	(from http://csabaibio.elte.hu/news.html)
11:52:12	133958/133958	---M--	200	added ('OK')	image/png	etag:%2220b46-5b00abe466800%22	http://csabaibio.elte.hu/assets/img/elte_bakt.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/elte_bakt.png	(from http://csabaibio.elte.hu/news.html)
11:52:26	118916/118916	---M--	200	added ('OK')	image/png	etag:%221d084-5b00ac6619a00%22	http://csabaibio.elte.hu/assets/img/elte_dream.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/elte_dream.png	(from http://csabaibio.elte.hu/news.html)
11:52:31	300377/300377	---M--	200	added ('OK')	image/png	etag:%2249559-5b00abecfbc40%22	http://csabaibio.elte.hu/assets/img/elte_veo2.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/elte_veo2.png	(from http://csabaibio.elte.hu/news.html)
11:52:32	128708/128708	---M--	200	added ('OK')	image/png	etag:%221f6c4-5b00ac6619a00%22	http://csabaibio.elte.hu/assets/img/elte_izulet.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/elte_izulet.png	(from http://csabaibio.elte.hu/news.html)
11:52:32	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.82.delayed	(from http://csabaibio.elte.hu/contact.html)
11:52:32	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/favicon.83.delayed	(from http://csabaibio.elte.hu/contact.html)
11:52:32	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.84.delayed	(from http://csabaibio.elte.hu/contact.html)
11:52:49	91505/91505	---M--	200	added ('OK')	image/png	etag:%2216571-595bf42596400%22	http://csabaibio.elte.hu/assets/img/elte_szennyviz.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/elte_szennyviz.png	(from http://csabaibio.elte.hu/news.html)
11:52:50	12152/12152	---M-Z	200	added ('OK')	text/html	etag:%222f78-5a125c5167b00-gzip%22	http://csabaibio.elte.hu/visit.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/visit.html	(from http://csabaibio.elte.hu/contact.html)
11:52:50	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.87.delayed	(from http://csabaibio.elte.hu/tools/veo/veo.html)
11:52:50	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/favicon.88.delayed	(from http://csabaibio.elte.hu/tools/veo/veo.html)
11:52:50	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.89.delayed	(from http://csabaibio.elte.hu/tools/veo/veo.html)
11:52:50	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/veo/team.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/veo/team.8a.delayed	(from http://csabaibio.elte.hu/tools/veo/veo.html)
11:52:50	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.8b.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_publications.html)
11:52:52	129259/129259	---M--	200	added ('OK')	image/png	etag:%221f8eb-595bf42596400%22	http://csabaibio.elte.hu/assets/img/index_szennyviz.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/index_szennyviz.png	(from http://csabaibio.elte.hu/news.html)
11:52:52	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:52:50%20GMT	http://csabaibio.elte.hu/tools/isomut/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/isomut/favicon.8c.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_publications.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.8d.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_publications.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/isomut/team.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/isomut/team.8e.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_publications.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.8f.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_download.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/isomut/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/isomut/favicon.90.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_download.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.91.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_download.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/isomut/team.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/isomut/team.92.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_download.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.93.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_howto.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/favicon.94.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_howto.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.95.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_howto.html)
11:52:52	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/isomut/team.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/isomut/team.96.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_howto.html)
11:52:54	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:52:52%20GMT	http://csabaibio.elte.hu/tools/isomut/IsoMut_example_dataset.tar.gz	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/isomut/IsoMut_example_dataset.tar.97.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_howto.html)
11:53:02	153865/153865	---M--	200	added ('OK')	image/png	etag:%2225909-566c361432700%22	http://csabaibio.elte.hu/assets/img/dept_physics.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/dept_physics.png	(from http://csabaibio.elte.hu/contact.html)
11:53:02	245767/245767	---M--	200	added ('OK')	text/html	etag:%223c007-5303473df4d00%22	http://csabaibio.elte.hu/tools/isomut/isomut_example_run.ipynb	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/isomut/isomut_example_run-2.html	(from http://csabaibio.elte.hu/tools/isomut/isomut_howto.html)
11:53:02	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.9a.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_publications.html)
11:53:04	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:53:02%20GMT	http://csabaibio.elte.hu/tools/kooplex/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/kooplex/favicon.9b.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_publications.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.9c.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_publications.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/kooplex/team.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/kooplex/team.9d.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_publications.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.9e.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_download.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/kooplex/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/kooplex/favicon.9f.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_download.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.a0.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_download.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/kooplex/team.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/kooplex/team.a1.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_download.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.a2.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_howto.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/favicon.a3.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_howto.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.a4.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_howto.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/tools/kooplex/team.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/kooplex/team.a5.delayed	(from http://csabaibio.elte.hu/tools/kooplex/kooplex_howto.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/icon.ico	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/icon.a6.delayed	(from http://csabaibio.elte.hu/visit.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/favicon.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/favicon.a7.delayed	(from http://csabaibio.elte.hu/visit.html)
11:53:04	0/-1	---M--	302	error ('')			http://csabaibio.elte.hu/assets/img/bg5.jpg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/bg5.a8.delayed	(from http://csabaibio.elte.hu/visit.html)
11:53:32	465214/465214	---MCZ	200	added ('OK')	text/html	etag:%227193e-5303474f1f580-gzip%22	http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/isomut/isomut_example_run.html	(from http://csabaibio.elte.hu/tools/isomut/isomut_howto.html)
11:53:50	15209/15209	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fbf-3b69%22	https://cdnjs.cloudflare.com/ajax/libs/require.js/2.1.10/require.min.js	/home/olaralex/websites/csabaibio/cdnjs.cloudflare.com/ajax/libs/require.js/2.1.10/require.min.js	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:53:50	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:53:48%20GMT	http://csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.eot	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.ab.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:53:52	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:53:50%20GMT	http://csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.eot?	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.acd41d.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:53:54	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:53:52%20GMT	http://csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.woff2	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.ad.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:53:56	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:53:54%20GMT	http://csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.woff	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.ae.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:53:58	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:53:56%20GMT	http://csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.ttf	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.af.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:00	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:53:58%20GMT	http://csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.svg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/bootstrap/fonts/glyphicons-halflings-regular.b0.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:02	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:54:00%20GMT	http://csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.eot?v=4.2.0	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.b178ce.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:04	83606/83606	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-14696%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/2.0.3/jquery.min.js	/home/olaralex/websites/csabaibio/cdnjs.cloudflare.com/ajax/libs/jquery/2.0.3/jquery.min.js	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:04	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:54:02%20GMT	http://csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.eot?	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.b2d41d.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:06	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:54:04%20GMT	http://csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.woff?v=4.2.0	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.b378ce.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:08	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:54:06%20GMT	http://csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.ttf?v=4.2.0	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.b478ce.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:10	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:54:08%20GMT	http://csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.svg?v=4.2.0	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/components/font-awesome/fonts/fontawesome-webfont.b578ce.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:12	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:54:10%20GMT	http://csabaibio.elte.hu/tools/isomut/custom.css	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/tools/isomut/custom.b6.delayed	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:26	1657/1657	---MCZ	200	added ('OK')	application/javascript	etag:W/%228bafcfb6872e60dd315531cc5a91a521%22	https://cdn.mathjax.org/mathjax/latest/MathJax.js?config=TeX-AMS_HTML	/home/olaralex/websites/csabaibio/cdn.mathjax.org/mathjax/latest/MathJax7b8b.js	(from http://csabaibio.elte.hu/tools/isomut/isomut_example_run.html)
11:54:32	397/397	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2010%20Nov%202023%2010:54:24%20GMT	http://csabaibio.elte.hu/assets/img/wordcloud.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/wordcloud.png	(from http://csabaibio.elte.hu/)
11:54:34	397/397	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2010%20Nov%202023%2010:54:32%20GMT	http://csabaibio.elte.hu/assets/js/jquery.min.js	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/js/jquery.min.js	(from http://csabaibio.elte.hu/)
11:54:35	302/302	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Nov%202023%2010:54:34%20GMT	http://csabaibio.elte.hu/assets/fonts/glyphicons-halflings-regulard41d.eot?	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/fonts/glyphicons-halflings-regulard41d.bad41d.delayed	(from http://csabaibio.elte.hu/assets/css/bootstrap.css)
11:54:37	20290/20290	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f42-4f130467a7f80%22	http://csabaibio.elte.hu/assets/fonts/glyphicons-halflings-regular.eot	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/fonts/glyphicons-halflings-regular.eot	(from http://csabaibio.elte.hu/assets/css/bootstrap.css)
11:54:38	1292969/1292969	---M--	200	added ('OK')	image/png	etag:%2213baa9-5b00abd05f8c0%22	http://csabaibio.elte.hu/assets/img/portfolio_mi.png	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/img/portfolio_mi.png	(from http://csabaibio.elte.hu/news.html)
11:54:38	397/397	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2010%20Nov%202023%2010:54:35%20GMT	http://csabaibio.elte.hu/assets/js/bootstrap.min.js	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/js/bootstrap.min.js	(from http://csabaibio.elte.hu/)
11:54:40	23292/23292	---M--	200	added ('OK')	font/woff	etag:%225afc-4f130467a7f80%22	http://csabaibio.elte.hu/assets/fonts/glyphicons-halflings-regular.woff	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/fonts/glyphicons-halflings-regular.woff	(from http://csabaibio.elte.hu/assets/css/bootstrap.css)
11:54:40	397/397	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2010%20Nov%202023%2010:54:38%20GMT	http://csabaibio.elte.hu/assets/js/scripts.js	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/js/scripts.js	(from http://csabaibio.elte.hu/)
11:54:40	397/397	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2010%20Nov%202023%2010:54:38%20GMT	http://csabaibio.elte.hu/assets/js/jquery.isotope.js	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/js/jquery.isotope.js	(from http://csabaibio.elte.hu/)
11:54:41	397/397	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2010%20Nov%202023%2010:54:40%20GMT	http://csabaibio.elte.hu/assets/js/jquery.slicknav.js	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/js/jquery.slicknav.js	(from http://csabaibio.elte.hu/)
11:54:41	397/397	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2010%20Nov%202023%2010:54:40%20GMT	http://csabaibio.elte.hu/assets/js/jquery.visible.js	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/js/jquery.visible.js	(from http://csabaibio.elte.hu/)
11:54:42	62850/62850	---M--	200	added ('OK')	image/svg+xml	etag:%22f582-4f130467a7f80%22	http://csabaibio.elte.hu/assets/fonts/glyphicons-halflings-regular.svg	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/fonts/glyphicons-halflings-regular.svg	(from http://csabaibio.elte.hu/assets/css/bootstrap.css)
11:54:44	397/397	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2010%20Nov%202023%2010:54:41%20GMT	http://csabaibio.elte.hu/assets/js/slimbox2.js	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/js/slimbox2.js	(from http://csabaibio.elte.hu/)
11:54:44	397/397	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2010%20Nov%202023%2010:54:42%20GMT	http://csabaibio.elte.hu/assets/js/modernizr.custom.js	/home/olaralex/websites/csabaibio/csabaibio.elte.hu/assets/js/modernizr.custom.js	(from http://csabaibio.elte.hu/)
